Seq_Read, 18824.000000, 18824, 18824, 18824, 18824
Seq_Read, 17872.000000, 17872, 17872, 17872, 17872
Seq_Read, 19396.000000, 19396, 19396, 19396, 19396
Seq_Read, 25675.000000, 25675, 25675, 25675, 25675
Seq_Read, 15017.000000, 15017, 15017, 15017, 15017
Seq_Read, 15209.000000, 15209, 15209, 15209, 15209
Seq_Read, 9288.000000, 9288, 9288, 9288, 9288
Seq_Read, 7940.000000, 7940, 7940, 7940, 7940
Seq_Read, 7391.000000, 7391, 7391, 7391, 7391
Seq_Read, 7209.000000, 7209, 7209, 7209, 7209
Seq_Read, 7809.000000, 7809, 7809, 7809, 7809
Seq_Read, 6669.000000, 6669, 6669, 6669, 6669
Seq_Read, 7063.000000, 7063, 7063, 7063, 7063
Seq_Read, 6788.000000, 6788, 6788, 6788, 6788
Seq_Read, 7085.000000, 7085, 7085, 7085, 7085
Seq_Read, 6440.000000, 6440, 6440, 6440, 6440
Seq_Read, 6743.000000, 6743, 6743, 6743, 6743
Seq_Read, 6333.000000, 6333, 6333, 6333, 6333
Seq_Read, 6506.000000, 6506, 6506, 6506, 6506
Seq_Read, 18896.000000, 18896, 18896, 18896, 18896
Seq_Read, 7588.000000, 7588, 7588, 7588, 7588
Seq_Read, 7334.000000, 7334, 7334, 7334, 7334
Seq_Read, 6512.000000, 6512, 6512, 6512, 6512
Seq_Read, 6655.000000, 6655, 6655, 6655, 6655
Seq_Read, 7651.000000, 7651, 7651, 7651, 7651
Seq_Read, 6588.000000, 6588, 6588, 6588, 6588
Seq_Read, 7515.000000, 7515, 7515, 7515, 7515
Seq_Read, 20745.000000, 20745, 20745, 20745, 20745
Seq_Read, 13221.000000, 13221, 13221, 13221, 13221
Seq_Read, 22678.000000, 22678, 22678, 22678, 22678
Seq_Read, 22782.000000, 22782, 22782, 22782, 22782
Seq_Read, 24248.000000, 24248, 24248, 24248, 24248
Seq_Read, 25761.000000, 25761, 25761, 25761, 25761
Seq_Read, 23145.000000, 23145, 23145, 23145, 23145
Seq_Read, 23549.000000, 23549, 23549, 23549, 23549
Seq_Read, 10094.000000, 10094, 10094, 10094, 10094
Seq_Read, 37106249.000000, 37106249, 37106249, 37106249, 37106249
Seq_Read, 11767.000000, 11767, 11767, 11767, 11767
Seq_Read, 6588.000000, 6588, 6588, 6588, 6588
Seq_Read, 6146.000000, 6146, 6146, 6146, 6146
Seq_Read, 7063.000000, 7063, 7063, 7063, 7063
Seq_Read, 6564.000000, 6564, 6564, 6564, 6564
Seq_Read, 6697.000000, 6697, 6697, 6697, 6697
Seq_Read, 6933.000000, 6933, 6933, 6933, 6933
Seq_Read, 6291.000000, 6291, 6291, 6291, 6291
Seq_Read, 6776.000000, 6776, 6776, 6776, 6776
Seq_Read, 7225.000000, 7225, 7225, 7225, 7225
Seq_Read, 6346.000000, 6346, 6346, 6346, 6346
Seq_Read, 4776.000000, 4776, 4776, 4776, 4776
Seq_Read, 5137.000000, 5137, 5137, 5137, 5137
Seq_Read, 7327.000000, 7327, 7327, 7327, 7327
Seq_Read, 5640.000000, 5640, 5640, 5640, 5640
Seq_Read, 7115.000000, 7115, 7115, 7115, 7115
Seq_Read, 6430.000000, 6430, 6430, 6430, 6430
Seq_Read, 7242.000000, 7242, 7242, 7242, 7242
Seq_Read, 6036.000000, 6036, 6036, 6036, 6036
Seq_Read, 5424.000000, 5424, 5424, 5424, 5424
Seq_Read, 4827.000000, 4827, 4827, 4827, 4827
Seq_Read, 4400.000000, 4400, 4400, 4400, 4400
Seq_Read, 4082.000000, 4082, 4082, 4082, 4082
Seq_Read, 6379.000000, 6379, 6379, 6379, 6379
Seq_Read, 6815.000000, 6815, 6815, 6815, 6815
Seq_Read, 5709.000000, 5709, 5709, 5709, 5709
Seq_Read, 7294.000000, 7294, 7294, 7294, 7294
Seq_Read, 6955.000000, 6955, 6955, 6955, 6955
Seq_Read, 7606.000000, 7606, 7606, 7606, 7606
Seq_Read, 7058.000000, 7058, 7058, 7058, 7058
Seq_Read, 8873.000000, 8873, 8873, 8873, 8873
Seq_Read, 6560.000000, 6560, 6560, 6560, 6560
Seq_Read, 5055.000000, 5055, 5055, 5055, 5055
Seq_Read, 6009.000000, 6009, 6009, 6009, 6009
Seq_Read, 4700.000000, 4700, 4700, 4700, 4700
Seq_Read, 5049.000000, 5049, 5049, 5049, 5049
Seq_Read, 5669.000000, 5669, 5669, 5669, 5669
Seq_Read, 6752.000000, 6752, 6752, 6752, 6752
Seq_Read, 6997.000000, 6997, 6997, 6997, 6997
Seq_Read, 6676.000000, 6676, 6676, 6676, 6676
Seq_Read, 6315.000000, 6315, 6315, 6315, 6315
Seq_Read, 6815.000000, 6815, 6815, 6815, 6815
Seq_Read, 6300.000000, 6300, 6300, 6300, 6300
Seq_Read, 6812.000000, 6812, 6812, 6812, 6812
Seq_Read, 6628.000000, 6628, 6628, 6628, 6628
Seq_Read, 5888.000000, 5888, 5888, 5888, 5888
Seq_Read, 6694.000000, 6694, 6694, 6694, 6694
Seq_Read, 6667.000000, 6667, 6667, 6667, 6667
Seq_Read, 6342.000000, 6342, 6342, 6342, 6342
Seq_Read, 6909.000000, 6909, 6909, 6909, 6909
Seq_Read, 6209.000000, 6209, 6209, 6209, 6209
Seq_Read, 7297.000000, 7297, 7297, 7297, 7297
Seq_Read, 6743.000000, 6743, 6743, 6743, 6743
Seq_Read, 7579.000000, 7579, 7579, 7579, 7579
Seq_Read, 6418.000000, 6418, 6418, 6418, 6418
Seq_Read, 7955.000000, 7955, 7955, 7955, 7955
Seq_Read, 6594.000000, 6594, 6594, 6594, 6594
Seq_Read, 6558.000000, 6558, 6558, 6558, 6558
Seq_Read, 6057.000000, 6057, 6057, 6057, 6057
Seq_Read, 7033.000000, 7033, 7033, 7033, 7033
Seq_Read, 7548.000000, 7548, 7548, 7548, 7548
Seq_Read, 6524.000000, 6524, 6524, 6524, 6524
Seq_Read, 6691.000000, 6691, 6691, 6691, 6691
Seq_Read, 5270.000000, 5270, 5270, 5270, 5270
Seq_Read, 4730.000000, 4730, 4730, 4730, 4730
Seq_Read, 4467.000000, 4467, 4467, 4467, 4467
Seq_Read, 5094.000000, 5094, 5094, 5094, 5094
Seq_Read, 5370.000000, 5370, 5370, 5370, 5370
Seq_Read, 4415.000000, 4415, 4415, 4415, 4415
Seq_Read, 6534.000000, 6534, 6534, 6534, 6534
Seq_Read, 6821.000000, 6821, 6821, 6821, 6821
Seq_Read, 4861.000000, 4861, 4861, 4861, 4861
Seq_Read, 4600.000000, 4600, 4600, 4600, 4600
Seq_Read, 5767.000000, 5767, 5767, 5767, 5767
Seq_Read, 6733.000000, 6733, 6733, 6733, 6733
Seq_Read, 6763.000000, 6763, 6763, 6763, 6763
Seq_Read, 4176.000000, 4176, 4176, 4176, 4176
Seq_Read, 8006.000000, 8006, 8006, 8006, 8006
Seq_Read, 6085.000000, 6085, 6085, 6085, 6085
Seq_Read, 4615.000000, 4615, 4615, 4615, 4615
Seq_Read, 4721.000000, 4721, 4721, 4721, 4721
Seq_Read, 4309.000000, 4309, 4309, 4309, 4309
Seq_Read, 5888.000000, 5888, 5888, 5888, 5888
Seq_Read, 4524.000000, 4524, 4524, 4524, 4524
Seq_Read, 4897.000000, 4897, 4897, 4897, 4897
Seq_Read, 4721.000000, 4721, 4721, 4721, 4721
Seq_Read, 5088.000000, 5088, 5088, 5088, 5088
Seq_Read, 4921.000000, 4921, 4921, 4921, 4921
Seq_Read, 6585.000000, 6585, 6585, 6585, 6585
Seq_Read, 5243.000000, 5243, 5243, 5243, 5243
Seq_Read, 5488.000000, 5488, 5488, 5488, 5488
